ID,V_fMag,V_fPhase,I_fMag,I_fPhase,Power_fW,Power_fVar,Power_fVa,Power_fPf,Power_fQ,Freq,Year,Seconds_of_Year,
463,23.1315,2.37098,0.014853,0.005383,-0.004406,-0.131772,0.131884,-0.116321,-0.035441,60.7865,2018,0,
464,23.1315,2.37468,0.014816,-1.7996,-0.00454,-0.169964,0.170057,-0.149464,-0.029932,60.2815,2018,0,
465,23.132,2.37826,0.014825,0.22909,-0.004824,0.025659,0.105285,0.019809,-0.063242,59.4098,2018,0,
466,23.1317,2.38284,0.014848,-0.868946,-0.004698,0.036707,0.271607,0.02944,-0.019338,59.4048,2018,0,
467,23.132,2.38657,0.01487,-0.169102,-0.004644,-0.005201,0.193734,-0.006826,-0.030733,60.5643,2018,0,
468,23.1317,2.39073,0.01487,-0.553885,-0.004804,0.082361,0.304638,0.068925,-0.016516,60.0863,2018,0,
469,23.1316,2.39456,0.01486,-0.840793,-0.004053,-0.103021,0.135025,-0.091245,-0.028706,60.0058,2018,0,
470,23.132,2.39824,0.014862,-0.055844,-0.004858,0.115782,0.152016,0.097842,-0.030289,59.5354,2018,0,
471,23.1318,2.40259,0.014859,0.173165,-0.004703,0.088335,0.272922,0.074149,-0.010217,61.1163,2018,0,
472,23.1319,2.40626,0.014842,-0.982331,-0.004749,-0.077251,0.192085,-0.069276,-0.081778,59.319,2018,0,
473,23.132,2.41054,0.014826,0.442508,-0.005032,0.129257,0.242703,0.109424,-0.028304,59.3142,2018,0,
474,23.1316,2.41441,0.01483,-0.886617,-0.004582,0.087116,0.242931,0.073154,-0.015567,60.3021,2018,0,
475,23.1322,2.41838,0.014854,-0.802541,-0.005091,-0.116055,0.137782,-0.103052,-0.169561,59.8176,2018,0,
476,23.1318,2.42222,0.014849,-0.353969,-0.004701,0.07509,0.272978,0.06268,-0.020732,60.4398,2018,0,
477,23.1316,2.42613,0.014861,0.091979,-0.004754,0.050239,0.080781,0.041131,-0.204569,60.0961,2018,0,
478,23.1318,2.43015,0.014841,1.00218,-0.005156,0.044945,0.190809,0.036346,-0.036384,59.8786,2018,0,
479,23.1317,2.43412,0.014845,0.22782,-0.004485,0.032728,0.133237,0.026101,-0.042828,61.2234,2018,0,
480,23.1317,2.438,0.014845,0.157796,-0.005029,0.199542,0.221927,0.170294,-0.051464,59.9948,2018,0,
481,23.1316,2.44212,0.014866,-0.466669,-0.004595,0.157208,0.174499,0.133848,-0.041988,59.8185,2018,0,
482,23.1319,2.4459,0.01485,-0.564481,-0.005208,0.0236,0.185326,0.017834,-0.094991,59.9156,2018,0,
483,23.132,2.44989,0.014857,-0.572117,-0.005469,0.26627,0.295803,0.227862,-0.069671,60.2215,2018,0,
484,23.132,2.45411,0.014852,-0.017162,-0.004895,0.032334,0.206442,0.025554,-0.168613,59.8868,2018,0,
485,23.1322,2.45765,0.014856,-0.592256,-0.005404,0.1736,0.221441,0.14764,-0.10174,61.2675,2018,0,
486,23.1315,2.46161,0.014862,-1.58711,-0.00462,-0.100907,0.134011,-0.089698,-0.036435,61.5378,2018,0,
487,23.1322,2.46587,0.014887,0.230393,-0.00513,0.108187,0.296072,0.091128,-0.020052,61.0118,2018,0,
488,23.1317,2.46938,0.014846,-0.655602,-0.005441,-0.04703,0.110917,-0.04345,-0.04811,59.8741,2018,0,
489,23.1318,2.47374,0.014842,-0.362243,-0.005389,0.04142,0.096563,0.033176,-0.144532,59.8965,2018,0,
490,23.1314,2.47788,0.01483,-0.102843,-0.00507,0.11887,0.310672,0.10041,-0.014406,59.8912,2018,0,
491,23.1321,2.48169,0.014843,-0.319378,-0.005461,-0.004648,0.240211,-0.006756,-0.026921,60.1799,2018,0,
492,23.1318,2.48579,0.014824,1.16787,-0.004634,0.26968,0.272633,0.231233,-0.032013,60.4922,2018,0,
493,23.1322,2.48932,0.014831,-0.76512,-0.004999,-0.128631,0.184115,-0.113897,-0.032976,60.4774,2018,0,
494,23.1322,2.49323,0.014822,-0.182804,-0.00545,-0.066235,0.171339,-0.060086,-0.043851,61.0101,2018,0,
495,23.1317,2.49755,0.014846,0.625222,-0.004977,0.218386,0.223293,0.18664,-0.037443,59.716,2018,0,
496,23.1318,2.50153,0.014798,-0.151165,-0.004964,0.106062,0.282068,0.089371,-0.07348,58.9786,2018,0,
497,23.1317,2.50535,0.014847,-0.602291,-0.004732,0.012221,0.226728,0.008218,-0.035193,60.3729,2018,0,
498,23.132,2.50942,0.014859,-1.06119,-0.00506,-0.003861,0.212548,-0.005874,-0.03244,58.8914,2018,0,
499,23.1319,2.51338,0.014848,0.409132,-0.00523,-0.040275,0.231901,-0.037495,-0.023692,59.5102,2018,0,
500,23.1317,2.51721,0.01483,0.477198,-0.004605,0.036683,0.163051,0.029466,-0.173761,59.85,2018,0,
501,23.1318,2.52123,0.01483,0.037333,-0.004747,-0.005829,0.15473,-0.007421,-0.027168,58.9356,2018,0,
502,23.132,2.52546,0.014816,0.37774,-0.005052,-0.027358,0.211294,-0.026219,-0.030463,61.5644,2018,0,
503,23.1316,2.52895,0.014834,0.780849,-0.004626,-0.12733,0.160849,-0.112584,-0.033266,60.7833,2018,0,
504,23.1318,2.53286,0.014834,-0.47504,-0.005192,0.01124,0.236654,0.007139,-0.032159,59.4017,2018,0,
505,23.1317,2.5372,0.014852,0.51387,-0.00491,0.052822,0.133502,0.04329,-0.04941,60.123,2018,0,
506,23.1319,2.54097,0.014826,-0.664445,-0.004739,-0.101252,0.320476,-0.090056,-0.043895,59.896,2018,0,
507,24.1493,3.02099,0.016024,-0.927154,-0.005683,-0.136997,0.318988,-0.121485,-0.01888,59.9522,2018,21232401,
508,24.1496,3.02552,0.016058,-0.380708,-0.00606,-0.025269,0.230579,-0.024913,-0.045047,58.9524,2018,21232402,
509,24.1496,3.0293,0.016024,0.967513,-0.0063,5.8e-05,0.216451,-0.0031,-0.036895,60.3729,2018,21232403,
510,24.1495,3.03418,0.016063,-0.769233,-0.006239,-0.321657,0.345196,-0.281682,-0.071586,60.0325,2018,21232404,
511,24.1492,3.03844,0.01604,-0.344191,-0.005478,-0.082922,0.094016,-0.074552,-0.126924,59.6274,2018,21232405,
512,24.1495,3.04273,0.016052,-1.14874,-0.006187,-0.139546,0.182932,-0.123944,-0.036913,61.103,2018,21232406,
513,24.1495,3.04666,0.016043,-1.03428,-0.005843,-0.258017,0.261294,-0.22637,-0.041532,59.8834,2018,21232407,
514,24.1493,3.05218,0.016048,-0.639951,-0.006072,-0.132117,0.2222,-0.117453,-0.02583,60.4419,2018,21232408,
515,24.1491,3.05609,0.01605,-0.227631,-0.005574,0.038136,0.257467,0.03024,-0.028046,59.8358,2018,21232409,
516,24.1487,3.0601,0.016025,-0.990686,-0.005057,-0.218554,0.226136,-0.191802,-0.032447,60.4841,2018,21232410,
517,24.149,3.06422,0.016035,-0.220891,-0.005768,-0.064767,0.321734,-0.058974,-0.015395,61.1659,2018,21232411,
518,24.137,-0.843127,0.016003,0.183489,-0.002769,-0.199239,0.207373,-0.173931,-0.07972,59.8481,2018,21232958,
519,24.1375,-0.839318,0.01598,-0.011965,-0.00367,-0.017961,0.159334,-0.01739,-0.009971,59.4328,2018,21232959,
520,24.1373,-0.834895,0.016005,-0.763833,-0.00337,0.035969,0.290714,0.029465,0.020411,60.6769,2018,21232960,
521,24.1369,-0.830609,0.016,-2.1042,-0.003246,0.312193,0.312216,0.268744,0.001896,59.6392,2018,21232961,
522,24.137,-0.826909,0.01599,-0.792643,-0.003237,-0.170907,0.196133,-0.149628,0.007699,61.2254,2018,21232962,
523,24.1375,-0.8225,0.016005,-1.59002,-0.004049,0.228808,0.246893,0.196129,-0.011026,59.6805,2018,21232963,
524,24.1374,-0.8183,0.016007,-1.21552,-0.003422,0.081289,0.332893,0.068688,-0.001346,60.5758,2018,21232964,
525,24.1377,-0.813329,0.015966,0.26898,-0.003918,-0.155722,0.169901,-0.136818,-0.021155,59.4076,2018,21232965,
526,24.1373,-0.809159,0.016006,-0.079719,-0.003756,-0.171377,0.330033,-0.150295,0.00132,60.1546,2018,21232966,
527,24.1374,-0.805427,0.016015,0.158483,-0.003775,0.005524,0.231793,0.002897,-0.008352,60.6517,2018,21232967,
528,24.1377,-0.800505,0.016002,-1.56688,-0.003585,0.095788,0.263983,0.081163,0.00298,58.7814,2018,21232968,
529,24.1377,-0.795951,0.016001,-0.252634,-0.003537,-0.00013,0.249124,-0.001881,-0.004738,60.9274,2018,21232969,
530,24.1376,-0.792252,0.016042,-1.34805,-0.003418,0.311767,0.326533,0.268289,0.012694,59.5756,2018,21232970,
531,24.1374,-0.787522,0.016026,0.100061,-0.003204,-0.159263,0.334399,-0.139528,0.010735,60.8283,2018,21232971,
532,24.1374,-0.474039,0.016007,0.779723,-0.003636,-0.093703,0.143562,-0.082967,-0.021616,61.2363,2018,21233043,
533,24.1372,-0.469068,0.015996,-0.178317,-0.003154,-0.151709,0.182439,-0.132961,-0.010115,59.4986,2018,21233044,
534,24.1372,-0.46469,0.015992,-0.217511,-0.003329,0.247664,0.273523,0.212818,0.012424,60.1166,2018,21233045,
535,24.1372,-0.460025,0.016001,0.49202,-0.003111,-0.051026,0.190806,-0.045745,-0.013022,59.4384,2018,21233046,
536,24.1374,-0.455879,0.015995,0.024341,-0.003748,0.170903,0.181541,0.146132,-0.014536,60.4432,2018,21233047,
537,24.1373,-0.451678,0.015996,-0.847286,-0.003394,0.134412,0.25592,0.114707,-0.003867,60.8956,2018,21233048,
538,24.1375,-0.447522,0.015992,0.821361,-0.003531,-0.077418,0.161034,-0.068811,0.041579,60.0259,2018,21233049,
539,24.1372,-0.443283,0.015989,-1.18097,-0.003419,0.104842,0.345451,0.089087,0.046668,60.0413,2018,21233050,
540,24.1369,-0.439206,0.015978,-0.476258,-0.002889,0.156892,0.305776,0.134428,-0.00145,59.7385,2018,21233051,
541,24.1369,-0.434716,0.015991,-1.36413,-0.002923,0.181575,0.196482,0.155787,-0.019938,59.9795,2018,21233052,
542,24.1373,-0.430234,0.015967,-0.384109,-0.003301,-0.115696,0.163683,-0.101846,-0.010575,59.9116,2018,21233053,
543,24.1374,-0.42593,0.015971,0.164315,-0.003603,0.225547,0.233173,0.193528,-0.005458,60.1468,2018,21233054,
544,24.1376,-0.421701,0.015983,-1.23986,-0.003701,0.033711,0.255934,0.027344,-0.039117,59.8737,2018,21233055,
545,24.1373,-0.416789,0.015967,0.049047,-0.003012,-0.020497,0.135984,-0.019258,-0.009435,60.0281,2018,21233056,
546,24.1373,-0.411601,0.016007,-0.849588,-0.003539,0.030056,0.225988,0.02426,-0.015628,60.5138,2018,21233057,
547,24.1372,-0.40745,0.015984,-0.504278,-0.003215,-0.058,0.277288,-0.051837,-0.006915,60.8019,2018,21233058,
548,24.1375,-0.40296,0.015983,-1.59684,-0.003379,0.140366,0.220486,0.119871,-0.007635,60.07,2018,21233059,
549,24.1376,-0.398366,0.01596,-1.00206,-0.004112,0.321652,0.339823,0.276503,-0.001644,60.372,2018,21233060,
550,24.1431,-0.394779,0.015992,0.181771,-0.002929,-0.095097,0.355016,-0.083821,0.005376,58.5368,2018,21233061,
551,24.1489,-0.390244,0.015979,-1.0034,-0.003121,0.26196,0.264793,0.225303,0.004957,59.0429,2018,21233062,
552,24.1492,-0.38565,0.016011,-0.540636,-0.003644,0.129431,0.217894,0.110269,-0.005811,60.0438,2018,21233063,
553,24.1492,-0.381621,0.015979,-1.20342,-0.003615,0.072498,0.222886,0.060978,-0.002411,60.0885,2018,21233064,
554,24.1494,-0.377907,0.016008,-1.02264,-0.003416,0.108462,0.159071,0.092223,-0.032212,60.9319,2018,21233065,
555,24.1497,-0.373641,0.015992,-0.924697,-0.003899,0.304107,0.325078,0.261415,-0.00018,60.9347,2018,21233066,
556,24.1495,-0.369056,0.015982,0.685,-0.004056,0.006249,0.243765,0.003384,-0.048209,59.6756,2018,21233067,
557,24.1492,-0.364694,0.015981,-0.137775,-0.003625,0.19511,0.217545,0.167158,-0.005002,60.5158,2018,21233068,
558,24.1493,-0.360678,0.016015,-0.299283,-0.003896,0.005463,0.198754,0.002783,-0.095929,60.7442,2018,21233069,
559,24.1492,-0.356221,0.015986,-0.888005,-0.00357,0.082154,0.317959,0.069363,0.010711,60.6394,2018,21233070,
560,24.149,-0.351769,0.015979,-0.311141,-0.003407,-0.040871,0.173111,-0.037099,-0.111914,60.5191,2018,21233071,
561,24.1374,0.962931,0.015962,-0.784012,-0.004374,0.098138,0.313669,0.082802,-0.181559,60.0186,2018,21233372,
562,24.137,0.967427,0.015929,-1.53708,-0.004214,0.224834,0.234807,0.192605,-0.017635,60.6518,2018,21233373,
563,24.1371,0.97101,0.015969,-1.05814,-0.004126,0.309537,0.309566,0.266004,-0.013102,60.6147,2018,21233374,
564,24.1372,0.975562,0.01597,-0.087984,-0.004493,0.118232,0.3159,0.100145,-0.019149,60.2827,2018,21233375,
565,24.1371,0.980021,0.015937,-0.400247,-0.004969,0.076998,0.308335,0.064198,-0.014779,60.0343,2018,21233376,
566,24.1371,0.98433,0.015963,-1.73884,-0.00437,-0.067936,0.118146,-0.061019,-0.065875,59.4166,2018,21233377,
567,24.1372,0.988351,0.015983,-0.384416,-0.004332,0.170146,0.290776,0.145184,-0.011416,61.0201,2018,21233378,
568,24.1374,0.992987,0.015929,0.570233,-0.004665,-0.012497,0.244831,-0.013155,-0.044171,60.2488,2018,21233379,
569,24.137,0.997719,0.015948,-0.060855,-0.003999,0.150415,0.321478,0.128264,-0.007162,59.4557,2018,21233380,
570,24.1374,1.00232,0.015962,-0.388463,-0.005133,0.116341,0.353654,0.098188,-0.013428,60.0674,2018,21233381,
571,24.1376,1.0065,0.015956,-1.77991,-0.005239,0.123634,0.311834,0.104451,-0.028807,58.9286,2018,21233382,
572,24.1491,1.47938,0.015957,-0.685469,-0.005107,0.210924,0.261892,0.180112,-0.017793,59.8706,2018,21233490,
573,24.149,1.48394,0.015946,-0.950646,-0.005529,-0.146465,0.272719,-0.129607,-0.023887,59.9644,2018,21233491,
574,24.149,1.48892,0.01595,0.508074,-0.004935,-0.071344,0.20812,-0.064253,-0.026813,57.759,2018,21233492,
575,24.1492,1.49332,0.015928,-1.33011,-0.005856,0.182085,0.198992,0.154763,-0.137312,59.4088,2018,21233493,
576,24.1489,1.49774,0.015944,-0.154994,-0.004786,0.303176,0.311164,0.260165,-0.063009,60.3095,2018,21233494,
577,24.1483,1.50137,0.015966,-1.39363,-0.004694,0.039509,0.227938,0.031869,-0.095114,59.5437,2018,21233495,
578,24.1485,1.50535,0.01596,-0.825599,-0.004199,0.100047,0.204024,0.084543,-0.019503,61.0156,2018,21233496,
579,24.1485,1.51015,0.015943,0.37763,-0.004329,-0.096967,0.184479,-0.086141,-0.033181,60.7533,2018,21233497,
580,24.1494,1.51463,0.015959,0.58874,-0.005484,0.07376,0.335096,0.061136,-0.022022,59.5846,2018,21233498,
581,24.1488,1.51853,0.015944,-0.252266,-0.004833,-0.007824,0.240144,-0.009193,-0.034452,61.0799,2018,21233499,
582,24.1484,1.52226,0.015924,-1.30083,-0.004564,0.122397,0.129066,0.103717,-0.040767,59.8818,2018,21233500,
583,24.1485,1.5276,0.015964,0.704716,-0.004576,-0.10448,0.351729,-0.09277,-0.011374,61.0896,2018,21233501,
584,24.1486,1.53101,0.015925,0.332253,-0.004766,0.196169,0.240999,0.167504,-0.048511,60.0885,2018,21233502,
585,24.1488,1.53554,0.015941,-0.550337,-0.00526,0.114053,0.311673,0.096143,-0.016696,60.5509,2018,21233503,
586,24.1488,1.54053,0.015931,-0.041463,-0.005056,-0.120223,0.20691,-0.106644,-0.021946,58.3819,2018,21233504,
587,24.1488,1.54519,0.015937,-1.04465,-0.005085,0.131019,0.332904,0.110923,-0.023147,58.983,2018,21233505,
588,24.1487,1.549,0.015959,-0.660438,-0.005101,0.219306,0.223456,0.187374,-0.15457,60.0464,2018,21233506,
589,24.149,1.55343,0.015965,-1.18195,-0.005385,0.237724,0.249628,0.203183,-0.041173,59.2794,2018,21233507,
590,24.1486,1.55769,0.015943,-1.4678,-0.00462,-0.044397,0.300967,-0.040759,-0.02529,60.2186,2018,21233508,
591,24.1488,1.56228,0.015953,-0.191384,-0.005487,0.166228,0.255419,0.141214,-0.023838,59.728,2018,21233509,
592,24.1487,1.56627,0.015961,-0.428792,-0.005204,0.171929,0.201052,0.146293,-0.141674,59.2514,2018,21233510,
593,24.149,1.57144,0.015942,-1.50377,-0.005596,0.040466,0.273342,0.032247,-0.067733,60.2432,2018,21233511,
594,24.1484,1.57528,0.015943,-1.22058,-0.004762,0.125789,0.334643,0.106556,-0.01474,59.4939,2018,21233512,
595,24.1486,1.57969,0.015937,0.320588,-0.005032,0.131535,0.371501,0.111397,-0.018385,60.5897,2018,21233513,
596,24.1484,1.58352,0.015959,-0.754821,-0.004892,0.041108,0.182279,0.033155,-0.067973,60.2086,2018,21233514,
597,24.1485,1.58835,0.015932,-0.085418,-0.005004,0.205941,0.226023,0.175848,-0.023386,60.8045,2018,21233515,
598,24.1488,1.59308,0.015969,-0.499541,-0.005283,0.238327,0.238408,0.203756,-0.031991,60.5661,2018,21233516,
599,24.1489,1.59695,0.015938,-1.47963,-0.005294,0.07341,0.28286,0.060928,-0.02405,59.2385,2018,21233517,
600,24.1487,1.60169,0.015926,-0.985118,-0.005347,-0.069413,0.348401,-0.062787,-0.01441,58.713,2018,21233518,
601,24.1488,1.60605,0.015945,-0.549909,-0.005256,0.189972,0.190173,0.161893,-0.130711,59.8494,2018,21233519,
602,24.1487,1.61101,0.015923,-0.881659,-0.005186,0.25055,0.26844,0.214389,-0.027067,60.0151,2018,21233520,
603,24.1486,1.61466,0.015903,-0.206965,-0.005073,0.037432,0.124345,0.02988,-0.036233,59.5303,2018,21233521,
604,24.1485,1.61932,0.015918,-0.722507,-0.004605,0.129187,0.141166,0.109576,-0.062248,60.534,2018,21233522,
605,24.1488,1.6236,0.015952,-1.42691,-0.004752,-0.087634,0.165807,-0.078269,-0.022973,60.8901,2018,21233523,
606,24.1487,1.62768,0.015942,-0.513265,-0.005132,-0.168859,0.312326,-0.148802,-0.019114,60.2276,2018,21233524,
607,24.1485,1.63184,0.015959,-1.86644,-0.004414,-0.028812,0.204161,-0.027159,-0.163963,60.3657,2018,21233525,
608,24.1484,1.63624,0.015931,-1.89754,-0.00441,-0.268924,0.286849,-0.2351,-0.027329,61.2987,2018,21233526,
609,24.1483,1.64086,0.015949,-1.36298,-0.004743,0.118876,0.144332,0.100578,-0.175321,59.0013,2018,21233527,
610,24.1488,1.64518,0.015942,-1.13887,-0.005622,0.027363,0.200574,0.020886,-0.041177,60.0349,2018,21233528,
611,24.149,1.64945,0.015945,-0.19637,-0.005163,0.058346,0.297811,0.047948,-0.018705,59.4692,2018,21233529,
612,24.1487,1.65459,0.015902,-0.324854,-0.004812,0.15524,0.155412,0.132035,-0.045695,58.8285,2018,21233530,
613,24.1489,1.65856,0.015944,-0.396509,-0.005065,-0.125245,0.287165,-0.110998,-0.094942,60.4264,2018,21233531,
614,24.149,1.66314,0.015931,-0.795217,-0.005444,0.105547,0.156814,0.088684,-0.039455,59.7302,2018,21233532,
615,24.149,1.66719,0.015956,-0.14249,-0.005203,0.116071,0.3535,0.097919,-0.061666,60.2466,2018,21233533,
616,24.1492,1.67169,0.015947,-1.03911,-0.006018,0.131249,0.187502,0.110656,-0.039121,60.6991,2018,21233534,
617,24.1489,1.67602,0.015936,-0.572945,-0.005177,0.12255,0.23193,0.103542,-0.066808,60.2105,2018,21233535,
618,24.1486,1.68003,0.015945,0.762112,-0.004868,0.001887,0.252895,-0.0008,-0.03219,59.0271,2018,21233536,
619,24.1487,1.68502,0.015969,-0.770528,-0.00507,0.046986,0.175942,0.038156,-0.03416,60.4673,2018,21233537,
620,24.1487,1.68933,0.015924,-1.79669,-0.004856,-0.008596,0.233175,-0.009872,-0.135027,59.7966,2018,21233538,
621,24.1491,1.69322,0.015961,-1.5571,-0.005346,-0.116806,0.340495,-0.10383,-0.017251,58.7167,2018,21233539,
622,24.1482,1.69809,0.015949,-1.36578,-0.004247,-0.182684,0.283641,-0.160333,-0.019461,59.3591,2018,21233540,
623,24.1485,1.70225,0.015931,-0.579497,-0.005363,-0.162811,0.167055,-0.143679,-0.040288,59.7575,2018,21233541,
624,24.1486,1.70684,0.015936,0.017355,-0.005279,0.036254,0.221496,0.028757,-0.089444,60.3681,2018,21233542,
625,24.1486,1.71143,0.015945,-1.16298,-0.004917,0.148142,0.149567,0.125836,-0.17271,59.9401,2018,21233543,
626,24.1487,1.71579,0.015951,-0.101268,-0.005335,0.167823,0.168092,0.142672,-0.069002,58.6728,2018,21233544,
627,24.149,1.72026,0.015925,-1.03137,-0.005802,0.011383,0.278357,0.006957,-0.033824,60.754,2018,21233545,
628,24.1489,1.72437,0.015907,-1.30403,-0.005729,0.120464,0.206117,0.10146,-0.140975,59.4766,2018,21233546,
629,24.1487,1.72902,0.015934,-1.24256,-0.005132,0.020308,0.180536,0.015022,-0.075182,59.9017,2018,21233547,
630,24.1485,1.73319,0.01592,-1.14517,-0.004738,0.10608,0.192759,0.089499,-0.044925,60.6135,2018,21233548,
631,24.1485,1.73684,0.015936,-0.071876,-0.005563,0.242765,0.242852,0.207459,-0.072797,59.2911,2018,21233549,
632,24.1483,1.74238,0.015919,-1.3983,-0.005102,0.252162,0.28747,0.215828,-0.153699,61.4112,2018,21233550,
633,24.1487,1.74661,0.015929,-0.882521,-0.005455,0.040127,0.125154,0.032023,-0.05169,60.034,2018,21233551,
634,24.1489,1.75069,0.015918,-1.48795,-0.006119,-0.134548,0.209722,-0.119581,-0.040032,60.091,2018,21233552,
635,24.1485,1.75457,0.015952,-0.09349,-0.005911,0.211742,0.232139,0.180419,-0.115909,59.6237,2018,21233553,
636,24.1481,1.75924,0.015921,-0.251184,-0.005022,0.03639,0.298908,0.029003,-0.004164,61.1822,2018,21233554,
637,24.1485,1.7631,0.015945,-0.223896,-0.005465,-0.082683,0.139052,-0.074338,-0.064237,60.3216,2018,21233555,
638,24.1484,1.76818,0.015953,0.054858,-0.005629,0.084491,0.139124,0.070356,-0.157375,59.8372,2018,21233556,
639,24.1489,1.77248,0.015904,-0.919843,-0.00593,0.043737,0.147928,0.034912,-0.063512,58.951,2018,21233557,
640,24.1484,1.77641,0.015933,-0.751419,-0.005294,0.217458,0.263801,0.185677,-0.033709,59.1874,2018,21233558,
641,24.1487,1.78146,0.015934,-0.904838,-0.005119,0.260863,0.267544,0.223355,-0.079489,58.8881,2018,21233559,
642,24.1487,1.78631,0.015931,-0.256104,-0.005051,0.059419,0.24321,0.048933,-0.027887,60.0275,2018,21233560,
643,24.149,1.78993,0.015912,-1.0627,-0.005335,0.129637,0.279908,0.109601,-0.018864,59.8547,2018,21233561,
644,24.149,1.7941,0.015919,-0.965597,-0.005073,0.028093,0.206741,0.021793,-0.148001,60.2753,2018,21233562,
645,24.149,1.79894,0.015931,-0.851843,-0.005562,0.077183,0.274338,0.064061,-0.019978,59.4562,2018,21233563,
646,24.149,1.80313,0.015917,-0.580005,-0.005024,0.120692,0.2743,0.10201,-0.023521,60.0805,2018,21233564,
647,24.1488,1.80704,0.015899,-0.619848,-0.005357,-0.077993,0.321296,-0.070223,-0.031791,58.7176,2018,21233565,
648,24.1486,1.81235,0.015952,-0.266029,-0.005235,0.092744,0.135928,0.077701,-0.070979,60.8161,2018,21233566,
649,24.1493,1.81614,0.015914,-0.729251,-0.005658,0.13901,0.358049,0.117557,-0.032616,59.5148,2018,21233567,
650,24.1488,1.82065,0.015934,0.399459,-0.005465,-0.012725,0.223473,-0.013752,-0.020029,59.8731,2018,21233568,
651,24.149,1.82499,0.015922,-1.04726,-0.005421,-0.082973,0.333464,-0.074567,-0.039979,59.4837,2018,21233569,
652,24.1494,1.82907,0.015938,-1.01668,-0.006263,0.067676,0.159974,0.055478,-0.121514,61.1173,2018,21233570,
653,24.149,1.83372,0.015943,-0.572717,-0.004584,0.271364,0.281616,0.232717,-0.022202,59.6527,2018,21233571,
654,24.1489,1.83822,0.01593,-1.28717,-0.005062,-0.021564,0.247094,-0.021206,-0.057053,59.4978,2018,21233572,
655,24.1489,1.84321,0.015921,-0.744381,-0.005477,0.007645,0.211445,0.003883,-0.027345,60.968,2018,21233573,
656,24.1492,1.84789,0.015951,0.489614,-0.005465,0.124182,0.142091,0.104812,-0.040099,60.2951,2018,21233574,
657,24.1491,1.8512,0.015971,0.312368,-0.005298,-0.076599,0.119443,-0.068985,-0.053944,60.3268,2018,21233575,
658,24.149,1.8559,0.015941,0.139669,-0.005393,-0.099394,0.298389,-0.088775,-0.016406,59.4711,2018,21233576,
659,24.1441,1.86072,0.01592,-0.267125,-0.005014,0.224216,0.229721,0.19167,-0.052942,59.4279,2018,21233577,
660,24.1373,1.86442,0.015933,-1.41858,-0.005431,0.029269,0.267918,0.022632,-0.072974,59.1574,2018,21233578,
661,24.137,1.86895,0.015906,-1.74137,-0.005467,-0.07693,0.155676,-0.069357,-0.152189,60.2076,2018,21233579,
662,24.1372,1.87326,0.01595,-0.190572,-0.005358,0.06896,0.081105,0.057043,-0.404857,60.1122,2018,21233580,
663,24.1363,1.8423,0.015635,-1.28704,-0.005207,-0.005478,0.078461,-0.007348,-0.134318,59.0309,2018,21236404,
664,24.1369,1.84704,0.015618,-0.990172,-0.005346,-0.066442,0.111407,-0.060213,-0.056909,60.7431,2018,21236405,
665,24.1368,1.85116,0.015621,-0.380181,-0.004818,0.00798,0.243032,0.004502,-0.023612,60.1492,2018,21236406,
666,24.1367,1.85623,0.015605,-1.71423,-0.005226,-0.154206,0.230699,-0.136159,-0.076001,59.8687,2018,21236407,
667,24.137,1.86026,0.015608,-0.976286,-0.005956,0.008915,0.21218,0.004742,-0.038511,59.35,2018,21236408,
668,24.1366,1.86471,0.015619,-0.333148,-0.005038,-0.03424,0.300357,-0.032172,-0.017967,60.2673,2018,21236409,
669,24.1369,1.86902,0.015607,-0.901168,-0.005238,0.022205,0.242626,0.016611,-0.193951,61.3299,2018,21236410,
670,24.1366,1.87352,0.015608,-0.129091,-0.005029,-0.005783,0.226316,-0.007523,-0.110294,59.6757,2018,21236411,
671,24.1369,1.8785,0.015591,-0.026779,-0.005533,0.263344,0.263416,0.225296,-0.041495,59.7688,2018,21236412,
672,24.1366,1.88293,0.015628,-1.00412,-0.005134,0.118007,0.147394,0.09963,-0.0528,60.6047,2018,21236413,
673,24.137,1.88745,0.015594,0.084313,-0.005842,-0.04735,0.174433,-0.043927,-0.041845,60.5798,2018,21236414,
674,24.1363,1.89258,0.015607,-0.284512,-0.00504,0.215651,0.250088,0.184239,-0.056346,60.6048,2018,21236415,
675,24.1362,1.89673,0.015598,-0.594444,-0.004628,0.041298,0.187463,0.033451,-0.031868,60.4267,2018,21236416,
676,24.1367,1.90083,0.0156,0.052149,-0.006018,0.08037,0.273183,0.066593,-0.02413,59.4468,2018,21236417,
677,24.1365,1.90555,0.015618,0.337736,-0.005008,0.000622,0.198087,-0.001965,-0.058166,60.6971,2018,21236418,
678,24.1368,1.90992,0.015619,-1.1504,-0.005188,-0.058519,0.094176,-0.053273,-0.077535,59.1743,2018,21236419,
679,24.1366,1.91507,0.015637,-0.135606,-0.005505,0.048883,0.235066,0.039581,-0.026881,59.304,2018,21236420,
680,24.1367,1.9191,0.015606,-0.174789,-0.005458,0.120185,0.12055,0.101354,-0.124413,60.6208,2018,21236421,
681,24.1363,1.92308,0.015596,-0.763377,-0.005088,0.160561,0.213119,0.136506,-0.035539,60.6591,2018,21236422,
682,24.1361,1.92763,0.015636,-0.523514,-0.004806,-0.015,0.18643,-0.015394,-0.026331,60.6984,2018,21236423,
